mltype	description	bettype	kumiban	betcount_daily	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	totalrate	pattern_cnt_avg	hitamt_bias_rate	hit_bet_slope_rate	minus_days	plus_days	minus_changed_count	plus_changed_count	minus_days_rate	incomeamtslpoe_percent	recoverplus_percent	betcnt_percent	hitrate_percent	incomerate_percent	minus_days_percent	linear_incomeamt_slope	recover_success_rate	recover_fail_rate	recover_plus_rate	recover_minus_rate	condition	hitamt_sum_under	hitamt_sum_over	hitamt_mod	hitamt_percent	range_oddsrank	range_odds	range_totalrate	range_hitrate	range_incomerate	range_biasrate	range_minusdaysrate	max_minuschangedcount	range_betcntlimit	isfinal	iscustom	updatetime
depth1	204_1T_1-3	1T	1	45.55	6422	4447	642200	607940	-34260	69.25	94.67	0	1.84	0.38	0	6391	31	8	8	1	1	1	1	0.9	0.5	1	-0.00776	0	0.17	0.03	0.01	1.00_1.00_1.00_0.90_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	440150	167790	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:33:48.801
depth1	204_1T_1-3	1T	1	48.94	6901	4796	690100	655160	-34940	69.5	94.94	0	2.08	0.38	0	6649	252	12	12	0.96	1	1	1	0.9	0.6	1	-0.00767	0	0.17	0.03	0.01	1.00_1.00_1.00_0.90_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	474350	180810	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:33:56.240
depth1	204_1T_1-3	1T	1	51.55	7268	5049	726800	689150	-37650	69.47	94.82	0	2.33	0.38	0	7268	0	0	0	1	1	1	1	0.9	0.7	1	-0.00829	0	0.19	0.01	0	1.00_1.00_1.00_0.90_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	499840	189310	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:03.538
depth1	204_1T_1-3	1T	1	53.16	7496	5197	749600	708490	-41110	69.33	94.52	0	2.58	0.37	0	7496	0	0	0	1	1	1	1	0.9	0.8	1	-0.00921	0	0.19	0.01	0	1.00_1.00_1.00_0.90_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	515910	192580	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:11.228
depth1	204_1T_1-3	1T	1	54.16	7637	5288	763700	721700	-42000	69.24	94.5	0	2.84	0.38	0	7637	0	0	0	1	1	1	1	0.9	0.9	1	-0.00941	0	0.2	0	0	1.00_1.00_1.00_0.90_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	524720	196980	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:18.917
depth1	204_1T_1-3	1T	1	54.74	7718	5341	771800	728460	-43340	69.2	94.38	0	3.1	0.37	0	7718	0	0	0	1	1	1	1	0.9	1	1	-0.00972	0	0.21	0	0	1.00_1.00_1.00_0.90_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	530020	198440	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:27.710
depth1	204_1T_1-3	1T	1	14.99	2113	1491	211300	204090	-7210	70.56	96.59	0	1.14	0.39	0	2052	61	15	14	0.97	1	1	1	1	0.1	1	-0.0017	0.01	0.16	0.04	0.01	1.00_1.00_1.00_1.00_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	146550	57540	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:34.460
depth1	204_1T_1-3	1T	1	27.35	3857	2708	385700	370360	-15340	70.21	96.02	0	1.3	0.38	0	3782	75	9	8	0.98	1	1	1	1	0.2	1	-0.00375	0	0.17	0.03	0.01	1.00_1.00_1.00_1.00_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	267660	102700	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:40.456
depth1	204_1T_1-3	1T	1	35.79	5047	3516	504700	482130	-22570	69.67	95.53	0	1.48	0.39	0	4972	75	7	6	0.99	1	1	1	1	0.3	1	-0.00533	0	0.18	0.02	0.01	1.00_1.00_1.00_1.00_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	346440	135690	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:46.831
depth1	204_1T_1-3	1T	1	41.84	5899	4095	589900	560850	-29050	69.42	95.08	0	1.67	0.39	0	5896	3	2	2	1	1	1	1	1	0.4	1	-0.00662	0	0.19	0.02	0	1.00_1.00_1.00_1.00_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	403730	157120	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:34:53.653
depth1	204_1T_1-3	1T	1	46.57	6567	4546	656700	621890	-34810	69.22	94.7	0	1.91	0.38	0	6462	105	13	13	0.98	1	1	1	1	0.5	1	-0.00796	0	0.17	0.03	0.01	1.00_1.00_1.00_1.00_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	449890	172000	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:35:00.898
depth1	204_1T_1-3	1T	1	49.99	7048	4894	704800	670040	-34760	69.44	95.07	0	2.17	0.38	0	6807	241	18	18	0.97	1	1	1	1	0.6	1	-0.00769	0	0.16	0.03	0.01	1.00_1.00_1.00_1.00_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	483980	186060	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:35:08.186
depth1	204_1T_1-3	1T	1	52.37	7384	5125	738400	700530	-37870	69.41	94.87	0	2.45	0.38	0	7367	17	5	5	1	1	1	1	1	0.7	1	-0.0085	0	0.19	0.01	0	1.00_1.00_1.00_1.00_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	507270	193260	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:35:15.717
depth1	204_1T_1-3	1T	1	53.86	7594	5261	759400	718260	-41140	69.28	94.58	0	2.73	0.38	0	7568	26	5	5	1	1	1	1	1	0.8	1	-0.00942	0	0.2	0.01	0	1.00_1.00_1.00_1.00_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	522140	196120	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:35:23.373
depth1	204_1T_1-3	1T	1	54.68	7710	5336	771000	728620	-42380	69.21	94.5	0	3.05	0.38	0	7689	21	4	4	1	1	1	1	1	0.9	1	-0.00964	0	0.21	0	0	1.00_1.00_1.00_1.00_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	529210	199410	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:35:32.327
depth1	204_1T_1-3	1T	1	55.23	7788	5387	778800	735220	-43580	69.17	94.4	0	3.36	0.38	0	7768	20	3	3	1	1	1	1	1	1	1	-0.00988	0	0.21	0	0	1.00_1.00_1.00_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	534250	200970	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:35:41.565
depth1	204_1T_1-3	1T	1	21.53	3036	2153	303600	289650	-13950	70.92	95.41	0	1.2	0.44	0	2989	47	13	12	0.98	1	1	1	0.3	0.3	1	-0.00307	0	0.17	0.02	0.01	1.00_1.00_1.00_0.30_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	201640	88010	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:27:45.694
depth1	204_1T_1-3	1T	1	25.47	3591	2531	359100	341190	-17910	70.48	95.01	0	1.27	0.45	0	3589	2	2	2	1	1	1	1	0.3	0.4	1	-0.00396	0	0.17	0.02	0.01	1.00_1.00_1.00_0.30_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	235100	106090	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:27:50.431
depth1	204_1T_1-3	1T	1	29.21	4118	2914	411800	390160	-21640	70.76	94.75	0	1.34	0.43	0	4118	0	0	0	1	1	1	1	0.3	0.5	1	-0.00457	0	0.18	0.01	0	1.00_1.00_1.00_0.30_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	272820	117340	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:27:55.215
depth1	204_1T_1-3	1T	1	32.3	4554	3228	455400	432350	-23050	70.88	94.94	0	1.39	0.43	0	4554	0	0	0	1	1	1	1	0.3	0.6	1	-0.00483	0	0.18	0.01	0	1.00_1.00_1.00_0.30_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	303340	129010	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:00.103
depth1	204_1T_1-3	1T	1	34.72	4896	3484	489600	465220	-24380	71.16	95.02	0	1.43	0.42	0	4886	10	4	4	1	1	1	1	0.3	0.7	1	-0.00518	0	0.18	0.01	0	1.00_1.00_1.00_0.30_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	328260	136960	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:05.054
depth1	204_1T_1-3	1T	1	36.65	5167	3670	516700	488420	-28280	71.03	94.53	0	1.47	0.41	0	5163	4	1	1	1	1	1	1	0.3	0.8	1	-0.00588	0	0.19	0.01	0	1.00_1.00_1.00_0.30_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	347180	141240	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:10.066
depth1	204_1T_1-3	1T	1	38.12	5375	3809	537500	505940	-31560	70.87	94.13	0	1.49	0.4	0	5371	4	1	1	1	1	1	1	0.3	0.9	1	-0.00668	0	0.19	0.01	0	1.00_1.00_1.00_0.30_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	360810	145130	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:15.167
depth1	204_1T_1-3	1T	1	39.52	5572	3953	557200	524410	-32790	70.94	94.12	0	1.52	0.4	0	5568	4	1	1	1	1	1	1	0.3	1	1	-0.00689	0	0.19	0.01	0	1.00_1.00_1.00_0.30_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	375370	149040	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:20.372
depth1	204_1T_1-3	1T	1	10.26	1446	1029	144600	140320	-4280	71.16	97.04	0	1.08	0.47	0	1355	91	4	3	0.94	1	1	1	0.4	0.1	1	-0.00109	0.01	0.11	0.07	0.02	1.00_1.00_1.00_0.40_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	95490	44830	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:24.959
depth1	204_1T_1-3	1T	1	19.66	2772	1959	277200	263880	-13320	70.67	95.19	0	1.17	0.45	0	2659	113	10	9	0.96	1	1	1	0.4	0.2	1	-0.00338	0	0.17	0.02	0.01	1.00_1.00_1.00_0.40_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	182170	81710	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:29.414
depth1	204_1T_1-3	1T	1	25.33	3571	2515	357100	340470	-16630	70.43	95.34	0	1.26	0.37	0	3449	122	18	17	0.97	1	1	1	0.4	0.3	1	-0.00379	0	0.17	0.02	0.01	1.00_1.00_1.00_0.40_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	248570	91900	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:34.031
depth1	204_1T_1-3	1T	1	30.3	4273	2988	427300	404230	-23070	69.93	94.6	0	1.35	0.37	0	4266	7	3	3	1	1	1	1	0.4	0.4	1	-0.00523	0	0.17	0.02	0.01	1.00_1.00_1.00_0.40_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	295130	109100	100	160	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:38.954
depth1	204_1T_1-3	1T	1	34.6	4878	3411	487800	459400	-28400	69.93	94.18	0	1.44	0.45	0	4878	0	0	0	1	1	1	1	0.4	0.5	1	-0.00619	0	0.18	0.01	0	1.00_1.00_1.00_0.40_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	317170	142230	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:43.956
depth1	204_1T_1-3	1T	1	38.08	5369	3751	536900	504910	-31990	69.86	94.04	0	1.53	0.44	0	5369	0	0	0	1	1	1	1	0.4	0.6	1	-0.00698	0	0.18	0.01	0	1.00_1.00_1.00_0.40_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	349740	155170	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:49.318
depth1	204_1T_1-3	1T	1	40.58	5722	4011	572200	538660	-33540	70.1	94.14	0	1.6	0.44	0	5721	1	1	1	1	1	1	1	0.4	0.7	1	-0.00727	0	0.18	0.01	0	1.00_1.00_1.00_0.40_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	374890	163770	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:28:54.734
depth1	204_1T_1-3	1T	1	42.33	5968	4184	596800	561850	-34950	70.11	94.14	0	1.65	0.43	0	5967	1	1	1	1	1	1	1	0.4	0.8	1	-0.00766	0	0.19	0.01	0	1.00_1.00_1.00_0.40_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	391970	169880	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:29:00.060
depth1	204_1T_1-3	1T	1	43.89	6189	4332	618900	581790	-37110	70	94	0	1.7	0.43	0	6188	1	1	1	1	1	1	1	0.4	0.9	1	-0.00814	0	0.19	0.01	0	1.00_1.00_1.00_0.40_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	406040	175750	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:29:05.502
depth1	204_1T_1-3	1T	1	45.09	6358	4455	635800	597970	-37830	70.07	94.05	0	1.74	0.43	0	6357	1	1	1	1	1	1	1	0.4	1	1	-0.00831	0	0.19	0.01	0	1.00_1.00_1.00_0.40_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	418150	179820	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:29:11.023
depth1	204_1T_1-3	1T	1	11.16	1574	1124	157400	152750	-4650	71.41	97.05	0	1.09	0.46	0	1365	209	20	19	0.87	1	1	1	0.5	0.1	1	-0.0012	0	0.11	0.07	0.02	1.00_1.00_1.00_0.50_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	104650	48100	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:29:15.631
depth1	204_1T_1-3	1T	1	21.61	3047	2162	304700	291050	-13650	70.96	95.52	0	1.2	0.45	0	2991	56	8	7	0.98	1	1	1	0.5	0.2	1	-0.00337	0	0.17	0.03	0.01	1.00_1.00_1.00_0.50_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	201100	89950	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:29:20.170
depth1	204_1T_1-3	1T	1	29.91	4218	2716	421800	408660	-13140	64.39	96.88	0	1.77	0.42	0	3106	1112	16	16	0.74	1	1	1	1	1	1	-0.00397	0	0.09	0.09	0.05	1.00_1.00_1.00_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_0.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	288250	120410	100	180	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{0.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	n	2019/08/10 5:44:55.767
depth1	204_1T_1-3	1T	1	29.91	4218	2716	421800	408660	-13140	64.39	96.88	0	1.77	0.42	0	3106	1112	16	16	0.74	1	1	0.9	1	1	1	-0.00397	0	0.09	0.09	0.05	1.00_1.00_0.90_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_0.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	288250	120410	100	180	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{0.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	n	2019/08/10 5:44:27.129
depth1	204_1T_1-3	1T	1	29.91	4218	2716	421800	408660	-13140	64.39	96.88	0	1.77	0.42	0	3106	1112	16	16	0.74	1	1	0.8	1	1	1	-0.00397	0	0.09	0.09	0.05	1.00_1.00_0.80_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_0.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	288250	120410	100	180	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{0.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	n	2019/08/10 5:43:59.586
depth1	204_1T_1-3	1T	1	16.74	2360	1673	236000	224700	-11300	70.89	95.21	0	1.14	0.44	0	2346	14	4	3	0.99	1	1	1	0.3	0.2	1	-0.00271	0	0.17	0.03	0.01	1.00_1.00_1.00_0.30_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	156130	68570	100	150	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 3:27:41.081
depth1	204_1T_1-3	1T	1	29.91	4218	2716	421800	408660	-13140	64.39	96.88	0	1.77	0.42	0	3106	1112	16	16	0.74	1	1	0.7	1	1	1	-0.00397	0	0.09	0.09	0.05	1.00_1.00_0.70_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_0.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	288250	120410	100	180	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{0.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	n	2019/08/10 5:43:31.912
depth1	204_1T_1-3	1T	1	29.91	4218	2716	421800	408660	-13140	64.39	96.88	0	1.77	0.42	0	3106	1112	16	16	0.74	1	1	0.6	1	1	1	-0.00397	0	0.09	0.09	0.05	1.00_1.00_0.60_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_0.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	288250	120410	100	180	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{0.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	n	2019/08/10 5:43:04.269
depth1	204_1T_1-3	1T	1	29.55	4167	2677	416700	403800	-12900	64.24	96.9	0	1.75	0.42	0	3028	1139	15	15	0.73	1	1	0.5	1	1	1	-0.0039	0	0.08	0.1	0.05	1.00_1.00_0.50_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_0.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	283660	120140	100	180	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{0.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	n	2019/08/10 5:42:37.716
